nct_id,nct_id_original,pt_cohort,include,concept_id,concept_name,domain,negation,concept_group_id,start_index,end_index,entity_source_text,temporal_source_text,before_days,numeric_source_text,numeric_att_min,numeric_att_max,is_exclusion,to_display
NCT03808922,NCT03808922_main,2,0,4046550,Postoperative care,Observation,0,1659149710,3601,3644,meet at least one of the following criteria,,0,,#NAME?,Infinity,,1
NCT04193878,NCT04193878,1,0,42742437,Inhaled corticosteroids prescribed (Asthma),Observation,0,1659152410,976,1036,condition requiring inhaled corticosteroids or beta-agonists,,0,,#NAME?,Infinity,,1
NCT04321369,NCT04321369,1,1,4089880,Evidence of,Observation,0,,179,190,Evidence of,,0,,#NAME?,Infinity,,1
NCT04333225,NCT04333225,1,0,4188893,History of,Observation,0,,1449,1459,history of,history of,0,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,1,4126214,Broom,Observation,0,,258,266,room air,within the 4 weeks,28,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,1,937711,X-ray taken using computed radiography technology/cassette-based imaging,Observation,0,1659197210,78,152,bilateral abnormalities/ infiltrates on chest x-ray or computed tomography,within 24-48,0,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,1,4213738,Suppression,Observation,0,,228,245,to suppress fever,within the 4 weeks,28,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,0,937663,"Safety concerns screening positive screen is without provision of mitigation recommendations, including but not limited to referral to other resources",Observation,0,,633,749,"in the opinion of the investigator precludes the patient from enrolling in the trial, including (but not limited to)",within the 4 weeks,28,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,0,4188893,History of,Observation,0,,754,764,History of,within the 4 weeks,28,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,0,4188893,History of,Observation,0,,808,818,History of,within the 4 weeks,28,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,0,4188893,History of,Observation,0,,858,868,History of,within the 4 weeks,28,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,0,4188893,History of,Observation,0,,972,982,History of,within the 4 weeks,28,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,0,4188893,History of,Observation,0,,1246,1256,history of,within the 4 weeks,28,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,0,4332023,High risk food,Observation,0,1659197810,1287,1310,high risk for latent TB,History of,0,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,0,4188893,History of,Observation,0,,1467,1477,History of,within the 4 weeks,28,,#NAME?,Infinity,,1
NCT04337216,NCT04337216,1,0,4188893,History of,Observation,0,,1526,1536,History of,within the 4 weeks,28,,#NAME?,Infinity,,1
NCT04336410,NCT04336410,1,0,37311286,Vaping,Observation,0,1659196910,2596,2602,vaping,,0,,#NAME?,Infinity,,1
NCT04341116,NCT04341116,1,1,4029437,Status post,Observation,0,1659203910,376,413,meets one of the following conditions,,0,,#NAME?,Infinity,,1
NCT04343677,NCT04343677,1,1,40217070,The order for this service does not adhere to the appropriate use criteria in the clinical decision support mechanism consulted by the ordering professional,Observation,0,,21,257,All mission critical personnel enrolled to the DiLorenzo Tricare Health Clinic or Pentagon Flight Medicine Clinic unable to telework or appropriately socially distance with access to the Pentagon during the declared public health crisis,,0,,#NAME?,Infinity,,1
NCT04343677,NCT04343677,1,0,4106639,Non-compliant,Observation,0,1659211710,390,403,non-compliant,,0,,#NAME?,Infinity,,1
NCT04353206,NCT04353206,1,0,4022670,In prison,Observation,0,1659235710,1423,1431,Prisoner,,0,,#NAME?,Infinity,,1
NCT04354714,NCT04354714,1,1,4052775,Previous foreign travel ++,Observation,0,,935,1012,in someone without previously documented troponin elevation beyond that level,At least 18 years,6570,,#NAME?,Infinity,,1
NCT04360824,NCT04360824,1,0,4188893,History of,Observation,0,,802,812,history of,within prior 3 months,90,,#NAME?,Infinity,,1
NCT04362111,NCT04362111,,1,4234469,Diagnosis,Observation,0,,46,73,Molecular (pcRNA) diagnosis,Previous,0,,#NAME?,Infinity,,1
NCT04362111,NCT04362111,,1,4299436,Consistent with,Observation,0,,99,136,Chest imaging studies consistent with,Previous,0,,#NAME?,Infinity,,1
NCT04362111,NCT04362111,,1,4114370,Following,Observation,0,1659255010,229,238,following,,0,,#NAME?,Infinity,,1
NCT04362111,NCT04362111,,0,4125440,Able to perform breast-feeding,Observation,0,1659255210,786,800,breast-feeding,,0,,#NAME?,Infinity,,1
NCT04365127,NCT04365127,1,1,4059914,No respiratory symptoms,Observation,0,1659264810,94,114,Respiratory symptoms,,0,,#NAME?,Infinity,,1
NCT04368234,NCT04368234,1,1,4135110,Laboratory,Observation,0,,332,349,Laboratory proven,,0,,#NAME?,Infinity,,1
NCT04368260,NCT04368260,1,1,40218805,Testing for SARS-CoV-2 in CDC laboratory,Observation,0,1659270810,221,245,needing Covid-19 testing,,0,,#NAME?,Infinity,,1
NCT04373161,NCT04373161,1,0,4022670,In prison,Observation,0,,147,156,Prisoners,,0,,#NAME?,Infinity,,1
NCT04374279,NCT04374279,1,1,4059914,No respiratory symptoms,Observation,0,1659290910,166,215,due to COVID-19 with minimal respiratory symptoms,at time of study entry,0,,#NAME?,Infinity,,1
NCT04377659,NCT04377659,1,1,4217851,Suspected,Observation,0,,430,439,suspected,,0,,#NAME?,Infinity,,1
NCT04380948,NCT04380948,1,0,4188824,Breastfeeding,Observation,0,1659300510,1322,1335,breastfeeding,,0,,#NAME?,Infinity,,1
NCT04380948,NCT04380948,1,0,21491511,Transferred to [Location],Observation,0,,1737,1779,Patients transferred from ICU to the floor,>10 days,10,,#NAME?,Infinity,,1
NCT04380948,NCT04380948,1,1,4139322,Nasopharyngeal,Observation,0,,28,108,"PCR positive by nasopharyngeal swab, oropharyngeal swab, or saliva",>10 days,10,,#NAME?,Infinity,,1
NCT04380961,NCT04380961,1,0,4188893,History of,Observation,0,,2890,2900,history of,,0,,#NAME?,Infinity,,1
NCT04384445,NCT04384445,1,1,4142947,Symptomatic,Observation,0,1659308810,1044,1055,symptomatic,,0,,#NAME?,Infinity,,1
NCT04393155,NCT04393155,1,0,4139934,Homeless,Observation,0,,835,847,Homelessness,Prior,0,,#NAME?,Infinity,,1
NCT04395911,NCT04395911,1,1,4157560,Tests,Observation,0,,68,72,test,at Screening,0,Positive,#NAME?,Infinity,,1
NCT04395911,NCT04395911,1,1,4079365,Intensive nursing care,Observation,0,,82,143,receiving medical care in an intensive care nursing situation,at Screening,0,,#NAME?,Infinity,,1
NCT04395911,NCT04395911,1,0,4036429,Time since stopped being sexually active,Observation,0,1659324410,869,891,actively being treated,,0,,#NAME?,Infinity,,1
NCT04395911,NCT04395911,1,0,4104356,Treated with,Observation,0,1659324410,902,909,treated,,0,,#NAME?,Infinity,,1
NCT04395911,NCT04395911,1,0,4202763,Geobacillus debilis,Observation,0,,1218,1253,moribund or chronically debilitated,at Screening,0,,#NAME?,Infinity,,1
NCT04399889,NCT04399889,1,0,4294896,Maintained,Observation,0,,1514,1538,to maintain MAP  65 mmHg,History,0,,#NAME?,Infinity,,1
NCT04405076,NCT04405076,1,0,4188893,History of,Observation,0,,3058,3068,history of,currently,10000,,#NAME?,Infinity,,1
NCT04407195,NCT04407195,1,1,4158967,"Any instance of care ordered by or provided by someone impersonating a physician, nurse, pharmacist, or other licensed healthcare provider",Observation,0,,23,90,Healthcare providers (physicians and nurse) working in institutions,,0,,#NAME?,Infinity,,1
NCT04405739,NCT04405739,1,0,4188893,History of,Observation,0,,4358,4368,history of,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04409743,NCT04409743,1,0,4137184,Unstable status,Observation,0,,778,786,Unstable,,0,,#NAME?,Infinity,,1
NCT04419870,NCT04419870_1,1,1,40218805,Testing for SARS-CoV-2 in CDC laboratory,Observation,0,1659364510,827,882,testing for COVID-19/SARS-COV-2 is clinically indicated,,0,,#NAME?,Infinity,,1
NCT04419870,NCT04419870_1,1,1,45766517,Confirmatory technique,Observation,0,,936,956,Laboratory confirmed,,0,,#NAME?,Infinity,,1
NCT04432870,NCT04432870,1,1,4112230,First,Observation,0,,112,117,first,,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_1,1,0,4188893,History of,Observation,0,,2784,2794,history of,at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_1,1,0,4188893,History of,Observation,0,,3031,3041,history of,at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_1,1,0,4120014,Polymerase chain reaction,Observation,0,,3248,3292,confirmed by polymerase chain reaction (PCR),at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_1,1,0,44805744,"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity",Observation,0,1659382510,3325,3427,comorbidities that are or might be associated with an increased risk of progression to severe COVID-19,,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_1,1,0,4275495,Tobacco smoking behavior - finding,Observation,0,1659382610,4180,4187,smoking,,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_1,1,0,953265,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved bundled payments for care improvement advanced (bpci advanced) model episode of care, which requires at least 2 of the following 3 key com",Observation,0,,4776,5043,"Participant currently working in an occupation with a high risk of exposure to SARS-CoV-2 (for example, health care worker or emergency response personnel) or considered at the investigator''s discretion to be at increased risk to acquire COVID-19 for any other reason",at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_1,1,1,4139825,Health,Observation,0,,638,645,healthy,at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_1,1,1,37311065,Severe acute respiratory syndrome coronavirus 2,Observation,1,,862,922,increased risk of severe coronavirus disease-2019 (COVID-19),at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_2,2,0,4188893,History of,Observation,0,,2784,2794,history of,at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_2,2,0,4188893,History of,Observation,0,,3031,3041,history of,at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_2,2,0,4120014,Polymerase chain reaction,Observation,0,,3248,3292,confirmed by polymerase chain reaction (PCR),at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_2,2,0,44805744,"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity",Observation,0,1659383110,3325,3427,comorbidities that are or might be associated with an increased risk of progression to severe COVID-19,,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_2,2,0,4275495,Tobacco smoking behavior - finding,Observation,0,1659383210,4180,4187,smoking,,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_2,2,1,4139825,Health,Observation,0,,638,645,healthy,at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_2,2,1,37311065,Severe acute respiratory syndrome coronavirus 2,Observation,1,,862,922,increased risk of severe coronavirus disease-2019 (COVID-19),at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_3,3,0,4188893,History of,Observation,0,,2784,2794,history of,at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_3,3,0,4188893,History of,Observation,0,,3031,3041,history of,at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_3,3,0,4120014,Polymerase chain reaction,Observation,0,,3248,3292,confirmed by polymerase chain reaction (PCR),at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_3,3,0,44805744,"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity",Observation,0,1659383710,3325,3427,comorbidities that are or might be associated with an increased risk of progression to severe COVID-19,,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_3,3,0,4275495,Tobacco smoking behavior - finding,Observation,0,1659383810,4180,4187,smoking,,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_3,3,0,953265,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved bundled payments for care improvement advanced (bpci advanced) model episode of care, which requires at least 2 of the following 3 key com",Observation,0,,4776,5043,"Participant currently working in an occupation with a high risk of exposure to SARS-CoV-2 (for example, health care worker or emergency response personnel) or considered at the investigator''s discretion to be at increased risk to acquire COVID-19 for any other reason",at screening,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_3,3,1,4332174,Health food,Observation,0,1659384110,1024,1045,good or stable health,,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_3,3,1,3031104,Comorbidities and complications 1,Observation,1,1659384110,1223,1284,comorbidities related to an increased risk of severe COVID-19,,0,,#NAME?,Infinity,,1
NCT04436276,NCT04436276_3,3,1,4022772,Condition severity,Observation,0,1659384110,1308,1343,medical conditions of mild severity,,0,,#NAME?,Infinity,,1
NCT04437706,NCT04437706,1,1,4075683,Durham,Observation,0,,110,135,Resident of Durham County,,0,,#NAME?,Infinity,,1
NCT04445506,NCT04445506,1,0,4284984,Concurrent,Observation,0,,868,878,concurrent,,0,,#NAME?,Infinity,,1
NCT04449042,NCT04449042,1,0,44786394,Beta-blocker therapy prescribed or currently being taken,Observation,0,,396,413,already intubated,,0,,#NAME?,Infinity,,1
NCT04469179,NCT04469179,1,0,4165020,Allergy to intravenous immunoglobulin,Observation,0,1659409310,3485,3570,allergic reaction to intravenous immunoglobin (IVIG)/subcutaneous immunoglobin (SCIG),,0,,#NAME?,Infinity,,1
NCT04463004,NCT04463004,1,0,4188893,History of,Observation,0,,1541,1551,History of,>7 days,7,,#NAME?,Infinity,,1
NCT04469179,NCT04469179,1,1,46234710,Symptom,Observation,0,1659408110,251,270,symptom of COVID-19,within seven days prior to infusion,7,,#NAME?,Infinity,,1
NCT04469179,NCT04469179,1,0,4137022,At rest,Observation,0,,1688,1695,at rest,within seven days prior to infusion,7,,#NAME?,Infinity,,1
NCT04469179,NCT04469179,1,0,36685445,Arterial oxygen saturation on room air at rest,Observation,0,,1749,1760,on room air,within seven days prior to infusion,7,,#NAME?,Infinity,,1
NCT04469179,NCT04469179,1,0,4188824,Breastfeeding,Observation,0,1659408210,1922,1935,breastfeeding,,0,,#NAME?,Infinity,,1
NCT04469179,NCT04469179,1,0,4188824,Breastfeeding,Observation,0,1659408210,1968,1978,breastfeed,,0,,#NAME?,Infinity,,1
NCT04469179,NCT04469179,1,0,37108679,History of anaphylaxis,Observation,0,,3689,3786,"History of allergy, anaphylaxis, or severe reaction to beef products (including milk and gelatin)",within seven days prior to infusion,7,,#NAME?,Infinity,,1
NCT04469179,NCT04469179,1,0,4147569,Immunocompromised diet,Observation,0,1659409510,2336,2361,Compromised immune system,,0,,#NAME?,Infinity,,1
NCT04469179,NCT04469179,1,1,4059227,Mouth swab,Observation,0,,147,190,NP or OP swab by FDA-authorized RT-PCR test,within seven days prior to infusion,7,,#NAME?,Infinity,,1
NCT04472728,NCT04472728,1,1,4082209,Oxygen,Observation,0,,850,878,on Oxygen at at least 3L/min,"within the last 14 days, prior to randomization",14,,#NAME?,Infinity,,1
NCT04472728,NCT04472728,1,1,3013554,Physical findings,Observation,0,1659413310,466,509,Clinical findings on a physical examination,within the past 7 days,7,,#NAME?,Infinity,,1
NCT04472728,NCT04472728,1,1,4059914,No respiratory symptoms,Observation,0,1659413310,511,531,Respiratory symptoms,within the past 7 days,7,,#NAME?,Infinity,,1
NCT04472728,NCT04472728,1,1,36305514,Reason for hospitalization,Observation,0,,356,401,anticipated hospitalization duration >=3 days,"within the last 14 days, prior to randomization",14,,#NAME?,Infinity,,1
NCT04472728,NCT04472728,1,1,36303627,Date specimen was sent to public health laboratory,Observation,0,,140,254,"determined by PCR or other approved commercial or public health assay, in a specimen as specified by the test used","within the last 14 days, prior to randomization",14,,#NAME?,Infinity,,1
NCT04472728,NCT04472728,1,0,4238846,"Allergic reaction, due to correct medicinal substance properly administered",Observation,0,,3614,3703,"hypersensitivity to any of the ingredients, or excipients of the study medication, BIO101","within the last 14 days, prior to randomization",14,,#NAME?,Infinity,,1
NCT04472728,NCT04472728,1,0,762823,Patient refuses to take medication,Observation,0,,3037,3127,"Patient not able to take medications by mouth (as capsules or as a powder, mixed in water)","within the last 14 days, prior to randomization",14,,#NAME?,Infinity,,1
NCT04472728,NCT04472728,1,0,1175421,I have trouble remembering the date or day of the week in past 4 weeks [PROMIS.PEDS],Observation,0,,3467,3601,not on a stable regimen for at least 4 weeks prior to screening or regimen not expected to remain stable for the duration of the study,"within the last 14 days, prior to randomization",14,,#NAME?,Infinity,,1
NCT04474483,NCT04474483,1,0,4129296,High dose,Observation,0,,646,655,high dose,Currently taking,10000,,#NAME?,Infinity,,1
NCT04482712,NCT04482712,1,0,4279378,Known,Observation,0,1659427310,823,828,Known,,0,,#NAME?,Infinity,,1
NCT04487444,NCT04487444,1,1,4081360,BCR positive,Observation,0,,48,60,PCR positive,receiving,0,,#NAME?,Infinity,,1
NCT04487444,NCT04487444,1,1,36685445,Arterial oxygen saturation on room air at rest,Observation,0,,122,133,on room air,receiving,0,,#NAME?,Infinity,,1
NCT04487444,NCT04487444,1,0,4188824,Breastfeeding,Observation,0,1659431410,358,371,breastfeeding,,0,,#NAME?,Infinity,,1
NCT04487444,NCT04487444,1,0,42528776,Allergy or intolerance criticality,Observation,0,,785,814,allergy or intolerance to Ta1,receiving,0,,#NAME?,Infinity,,1
NCT04487444,NCT04487444,1,0,4188893,History of,Observation,0,,496,506,history of,receiving,0,,#NAME?,Infinity,,1
NCT04486482,NCT04486482,1,0,4270616,Lactation,Observation,0,1659431110,1079,1088,lactating,,0,,#NAME?,Infinity,,1
NCT04492475,NCT04492475,1,0,4289014,Normal breast feeding,Observation,0,1659439110,2497,2511,breast feeding,,0,,#NAME?,Infinity,,1
NCT04511650,NCT04511650,1,1,45766517,Confirmatory technique,Observation,0,,159,179,Laboratory-confirmed,within 72 hours prior to randomization,3,,#NAME?,Infinity,,1
NCT04524663,NCT04524663,1,0,4188893,History of,Observation,0,,2408,2418,History of,within 72 hours prior to.informed consent,3,,#NAME?,Infinity,,1
NCT04524663,NCT04524663,1,0,4083565,Patient not seen for more than one year,Observation,0,,2528,2570,stable on a regimen for more than one year,within 72 hours prior to.informed consent,3,,#NAME?,Infinity,,1
NCT04524663,NCT04524663,1,0,4279930,Against,Observation,0,,1330,1360,may be active against Covid-19,within 72 hours prior to.informed consent,3,,#NAME?,Infinity,,1
NCT04524663,NCT04524663,1,0,36304317,Respiratory measurements Document,Observation,0,,1098,1131,documented by respiratory culture,within 72 hours prior to.informed consent,3,,#NAME?,Infinity,,1
NCT04524663,NCT04524663,1,1,4059914,No respiratory symptoms,Observation,0,,68,119,mild symptoms without signs of respiratory distress,within 72 hours prior to.informed consent,3,,#NAME?,Infinity,,1
NCT04524663,NCT04524663,1,1,37310260,Close exposure to 2019 novel coronavirus infection,Observation,0,,126,188,FDA-cleared molecular diagnostic assay positive for SARS-CoV-2,within 72 hours prior to.informed consent,3,,#NAME?,Infinity,,1
NCT04524962,NCT04524962,1,1,4187604,Providing care according to standard,Observation,0,,149,191,according to the Berlin definition of ARDS,at the time of enrollment,10000,,#NAME?,Infinity,,1
NCT04525443,NCT04525443_1,1,1,4244251,Confirmed by,Observation,0,,66,93,confirmed with positive PCR,<15 days,15,,#NAME?,Infinity,,1
NCT04525443,NCT04525443_2,2,1,4132507,Past,Observation,0,,164,168,Past,Past,10000,,#NAME?,Infinity,,1
NCT04525443,NCT04525443_2,2,1,42537282,Inhaler technique demonstrated by patient,Observation,0,,190,222,demonstrated by PCR and serology,Past,10000,,#NAME?,Infinity,,1
NCT04525443,NCT04525443_3,3,1,4284984,Concurrent,Observation,0,,266,288,concurrent or previous,concurrent or previous,0,,#NAME?,Infinity,,1
NCT04519437,NCT04519437,1,0,4114518,Subjective,Observation,0,,673,689,Subject-reported,history of prior,0,,#NAME?,Infinity,,1
NCT04530474,NCT04530474,1,1,3043336,Pain symptoms Set,Observation,0,,23,63,Symptoms highly suspicious for COVID-19.,Current,10000,,#NAME?,Infinity,,1
NCT04530474,NCT04530474,1,0,4254496,No known drug allergy,Observation,0,,215,250,Known history of Ivermectin allergy,Current,10000,,#NAME?,Infinity,,1
NCT04530474,NCT04530474,1,0,4157562,Hypersensitivity types,Observation,0,,252,299,Hypersensitivity to any component of Stromectol,Current,10000,,#NAME?,Infinity,,1
NCT04530474,NCT04530474,1,0,45769155,Screening chest X-ray declined,Observation,0,,320,372,identified by chest X-ray or high resolution CT scan,Current,10000,,#NAME?,Infinity,,1
NCT04530500,NCT04530500,1,1,45766517,Confirmatory technique,Observation,0,,48,68,Laboratory confirmed,,0,,#NAME?,Infinity,,1
NCT04530604,NCT04530604,1,1,4195446,Adaptation,Observation,0,,347,373,Berlin criteria adaptation,> 96 consecutive hours,-416,,#NAME?,Infinity,,1
NCT04530604,NCT04530604,1,0,4188824,Breastfeeding,Observation,0,1659468010,2926,2939,breastfeeding,,0,,#NAME?,Infinity,,1
NCT04530604,NCT04530604,1,0,4188893,History of,Observation,0,,2942,2952,History of,> 96 consecutive hours,-416,,#NAME?,Infinity,,1
NCT04530604,NCT04530604,1,0,4157562,Hypersensitivity types,Observation,0,,2829,2895,"hypersensitivity reaction to defibrotide, or any of its excipients",> 96 consecutive hours,-416,,#NAME?,Infinity,,1
NCT04530604,NCT04530604,1,1,2720567,Positron emission tomography (pet) or pet/computed tomography (ct) to inform the initial treatment strategy of tumors that are biopsy proven or strongly suspected of being cancerous based on other diagnostic testing,Observation,0,,379,522,Radiographic evidence of bilateral lung disease (opacities or ground glass opacification) on chest radiograph (CXR) or computed tomography (CT),> 96 consecutive hours,-416,,#NAME?,Infinity,,1
NCT04427501,NCT04427501,1,1,254761,Cough,Condition,0,506558716,112,117,cough,,0,,-99999,99999,0,1
NCT04530604,NCT04530604,1,1,4122994,Sequence specific primers-polymerase chain reaction,Observation,0,,56,216,confirmed by real-time reverse transcription polymerase chain reaction (RT-PCR) assay from a nasopharyngeal swab specimen or other diagnostic test for SARS-CoV2,> 96 consecutive hours,-416,,#NAME?,Infinity,,1
NCT04532372,NCT04532372,1,1,4244251,Confirmed by,Observation,0,,316,345,confirmed by a PCR-based test,the 4 weeks prior to enrollment,28,,#NAME?,Infinity,,1
NCT04532372,NCT04532372,1,1,4324450,Guidance intent,Observation,0,,428,453,according to FDA guidance,the 4 weeks prior to enrollment,28,,#NAME?,Infinity,,1
NCT04532372,NCT04532372,1,1,4131060,Systemic illness,Observation,0,1659468810,473,533,Symptoms suggestive of severe systemic illness with COVID-19,,0,,#NAME?,Infinity,,1
NCT04540406,NCT04540406,1,0,4188824,Breastfeeding,Observation,0,1659478810,2025,2038,breastfeeding,,0,,#NAME?,Infinity,,1
NCT04532372,NCT04532372,1,1,4131060,Systemic illness,Observation,0,1659468910,713,779,Clinical signs indicative of severe systemic illness with COVID-19,,0,,#NAME?,Infinity,,1
NCT04532372,NCT04532372,1,1,36685445,Arterial oxygen saturation on room air at rest,Observation,0,,866,890,on room air at sea level,the 4 weeks prior to enrollment,28,,#NAME?,Infinity,,1
NCT04532372,NCT04532372,1,0,4085859,Staging system,Observation,0,,4772,4844,T1a or T1b using the tumor node metastasis [TNM] clinical staging system,the 4 weeks prior to enrollment,28,,#NAME?,Infinity,,1
NCT04532372,NCT04532372,1,0,43021356,History of allergic reaction to hair dye,Observation,0,,4887,4999,History of allergic reactions attributed to compounds of similar chemical or biologic composition to study agent,the 4 weeks prior to enrollment,28,,#NAME?,Infinity,,1
NCT04532372,NCT04532372,1,0,4110456,Ability to take care of clothes,Observation,0,1659470010,5479,5529,malabsorption and inability to take cholestyramine,,0,,#NAME?,Infinity,,1
NCT04532372,NCT04532372,1,0,4086536,Replacement - action,Observation,1,1659470110,5552,5572,low-dose replacement,,0,,#NAME?,Infinity,,1
